Pathway	pVal	zScore	Genes	type	comparison
Perinatal death	7.86966623150499	0	KCNJ2,DLX5,SLC6A9,ATP2A1,ITGB2,FOS,CXCR4,TMEM173,NKX2-1,SCN9A,BMP4,BCR,NOS3,RBL1,CADPS,CYP26A1,TP63,EN1,DIO3,SLCO2A1,HELLS,KAT6A,RC3H1,COL5A2,CDK5R1,ZNF274,CADPS2,ERBB3,FEZF1,POU2F2,CPLX1,NEK7,HOXA1,RARA,ELAVL3,EPHA3,SYNE2,WT1,DMRTA2,MSTN,SPRY4,SFRP5,POU3F2,DHRS3,CBX2,NKX6-1,DCHS1,NTRK2,JPH1,SYNJ1,SIX1,NRXN2,FGFR3,LRP4,GJA5,NDST3,JMJD6,PPME1,GRIN2B,PLCG2,APLP1,LIN7A,CEBPB,BMP1,HAPLN1,WNT4,MMP14,GPC3,LRP2,NEUROG2,SATB2,ASS1,SPRY2,RAB3B,SYK,ASCL1,MAP1B,COL25A1,KRT5,DGAT2,EGFR,NFIB,CYP26B1,CCP110,KIF1B,SOX9,CASP3,PKDCC,ITGB4,SLC32A1,HCK,APAF1,CLDN1,TIE1,NLGN1,DACT1,NLGN3,SH3GL2,LHX4,ABCA1,PKP1,GLI2,CD44,MEF2C,SALL1,NIPAL4,ESRP1,PTHLH,SIX2,POU3F3	Functional	HD_Vs_Ctr_Genea_CD44
Abnormal morphology of central nervous system	7.83268266525182	0	DLX5,DLG3,ADCY1,CXCR4,NKX2-1,HDC,BMP4,BCR,NOS3,RBL1,HMX2,ST8SIA2,CYP26A1,EN1,CCND2,GPM6B,ATP1B2,SLC1A2,AGA,CDK5R1,CHL1,ZNF423,CADPS2,ERBB3,FEZF1,JUN,HOXA1,ACHE,PTCH1,GJC2,SERPINE2,DMRTA2,POU3F2,AKAP12,HAP1,SEMA7A,GDF6,CHRNB2,NTRK2,NDST3,NOTCH1,NPY2R,CNTN6,ABI2,CLCN2,PLXNA4,GFAP,GRIN2B,CEBPB,EMX1,WNT4,LRP2,NEUROG2,NRCAM,SRGAP3,MSI1,PCDH9,LHX2,ENHO,CRTAC1,ASCL1,MAP1B,ASTN1,PGAP1,NKX2-2,LRRTM4,PTPRZ1,EGFR,GAP43,LEF1,NFIB,CCP110,PRND,KIF1B,SCN1A,SHANK2,CASP3,DAB1,PHGDH,TTPA,APAF1,MECP2,NPY1R,CSF1R,SHISA2,CASP4,LHX4,GLI3,GLI2,ARX,TENM2,SALL1,TUBB4A,NOS2,KIDINS220,ARSG,KCNJ10,POU3F3,DRAXIN	Functional	HD_Vs_Ctr_Genea_CD44
Sensation	7.82973828460504	0	LRP2,SCN3A,TBL1X,SALL4,CNR1,OTOG,SPRY2,EPHX2,GRM3,FOS,CXCR4,SCN9A,HDC,ASCL1,BMP4,KCND2,WFS1,PCDH15,GRM1,GRIA4,SOX2,PGAP1,RETREG1,ACPP,TACR1,GPM6B,NAV2,EPS8L2,GABRB2,FZD4,GABBR2,CDK5R1,SCN1A,GRIN2A,COL11A1,GJB6,CACNA2D1,CLIC5,CASP3,ABHD12,THRB,TSPEAR,POMK,CDC14A,HOXA1,MYO3A,COMT,MECP2,NPY1R,ADGRV1,PTN,CACNA2D3,HOMER2,GDF6,CHRNB2,FRMPD4,SIX1,TRPM3,KCNA2,NPY2R,POU2F3,SOBP,GRIN2B,GRK5,NOS2,KCNJ10,ADRA2A,ICAM1	Functional	HD_Vs_Ctr_Genea_CD44
Organization of extracellular matrix	7.81247927916354	0	MFAP5,LAMA3,NR2E1,ITGB2,VWF,COL4A1,MATN4,LAMA1,KDR,COL5A1,SPOCK2,CD47,PXDN,COL5A2,COL4A2,SOX9,ITGA4,ITGA5,ITGB4,RXFP1,ITGAM,PRDX4,DDR1,FBN2,COL4A4,TGFBI,LCP1,COL9A3,ITGB6,EGFL6,MMP15,COL10A1,TLL1,ITGA11,MMP13,ITGA9,CD44,GFAP,MFAP2,COL4A6,APLP1,LAMC2,BMP1,HAPLN1,CCDC80,MMP10,ICAM1,LUM,DDR2,MMP14	Functional	HD_Vs_Ctr_Genea_CD44
Potentiation of synapse	7.55284196865778	0	LRRTM2,ASIC1,CNR1,UBQLN2,NR2E1,DLG3,ROCK2,GRM3,ADCY1,ELFN1,CHRD,SRR,GRM1,NOS3,GRIA4,DUSP4,KSR1,EGFR,CD47,CDK5R1,GRIN2A,SHANK2,RASGRF2,SLC1A1,MAP6,ARHGEF9,ITGA5,CRH,MECP2,SERPINE2,B3GAT1,DRD1,PTN,NLGN1,CHRNB2,NTRK2,NLGN3,PCDH8,GRIK3,CDH11,ADCY8,SYNJ1,ADCYAP1R1,IGSF11,ITSN1,NOTCH1,GFAP,PPME1,GRIN2B,ARC,SYNPO,CCDC88A,ITPR3,PRKCA,KIDINS220,PRKCG	Functional	HD_Vs_Ctr_Genea_CD44
Learning	7.54975089168064	0	SLC6A9,ASIC1,NRCAM,NETO1,SRGAP3,CNR1,PCDH9,UBQLN2,NR3C2,DLG3,FOS,ADCY1,CHRD,QPCT,HDC,SORL1,SRR,WFS1,NOS3,GRIA4,ST8SIA2,DUSP4,KSR1,TP63,EN1,CCND2,TACR1,CNTNAP3,RCAN2,CNTN2,CD47,GABBR2,AGA,CDK5R1,SCN1A,GRIN2A,GJB6,SHANK2,KCNJ5,CADPS2,CASP3,STS,NXPH3,ARHGEF9,ITGA5,THRB,HRH2,JUN,CRH,COMT,MECP2,B3GAT1,NPY1R,OXTR,DRD1,PTN,C1QL1,NLGN1,CHRNB2,NLGN3,NTRK2,PCDH8,HDAC4,ADCY8,SYNJ1,ATP13A2,CDC42EP4,NOTCH1,NPY2R,ABI2,ARX,GRIN2B,ARC,SYNPO,CCDC88A,NOS2,ITPR3,PRKCA,SLC2A4,HAPLN1,TIMP3,ARSG,GRPR,LYPD1,ADRA2A,PRKCG	Functional	HD_Vs_Ctr_Genea_CD44
Long-term potentiation	7.2518119729938	0	LRRTM2,ASIC1,CNR1,UBQLN2,NR2E1,DLG3,ROCK2,GRM3,ADCY1,ELFN1,CHRD,SRR,GRM1,NOS3,GRIA4,DUSP4,KSR1,EGFR,CD47,CDK5R1,GRIN2A,SHANK2,RASGRF2,SLC1A1,MAP6,ARHGEF9,ITGA5,CRH,MECP2,SERPINE2,B3GAT1,DRD1,PTN,NLGN1,CHRNB2,NTRK2,NLGN3,PCDH8,GRIK3,CDH11,ADCY8,SYNJ1,ADCYAP1R1,IGSF11,ITSN1,NOTCH1,GFAP,PPME1,GRIN2B,ARC,SYNPO,CCDC88A,ITPR3,KIDINS220,PRKCG	Functional	HD_Vs_Ctr_Genea_CD44
Differentiation of neurons	7.20620961530918	0	DLX5,HOXC8,SIX3,GATA2,NEUROG2,CNTN4,CNR1,LHX2,NR2E1,CHKA,LRRC4,ASCL1,BMP4,RGS6,MAP1B,PCDH15,ST8SIA2,SOX2,NKX2-2,CORIN,GAS7,GPRC5B,PTPRZ1,EN1,GAP43,LEF1,DDIT4,SLC1A2,RAP1GAP,CNTN2,CYP26B1,PCSK9,CDK5R1,EOMES,GSN,SMARCA1,ZHX2,FEZF1,HOXA1,DAB1,PHGDH,APAF1,RARA,ELAVL3,INSM1,MECP2,NPY1R,CHRDL1,DMRTA2,POU3F2,NLGN1,NKX6-1,IL1RAP,BMP6,GDF6,MDGA1,NTRK2,PRTG,SIX1,FGFR3,CEND1,LRP4,NOTCH1,GLI3,GLI2,ARX,LIFR,MEF2C,PLXNA4,DOK5,SALL1,CEBPB,KIDINS220,EMX1,HIPK2,DYNC2H1,RNF112	Functional	HD_Vs_Ctr_Genea_CD44
Abnormal morphology of brain	7.19246497193115	0	LRP2,DLX5,NEUROG2,NRCAM,SRGAP3,MSI1,PCDH9,LHX2,DLG3,ADCY1,ENHO,CRTAC1,CXCR4,NKX2-1,HDC,ASCL1,MAP1B,BCR,RBL1,NOS3,HMX2,ST8SIA2,ASTN1,PGAP1,LRRTM4,CYP26A1,EN1,EGFR,CCND2,ATP1B2,GPM6B,GAP43,LEF1,NFIB,SLC1A2,AGA,CCP110,CDK5R1,PRND,KIF1B,CHL1,SCN1A,SHANK2,ZNF423,CADPS2,CASP3,ERBB3,FEZF1,JUN,HOXA1,DAB1,ACHE,PHGDH,APAF1,PTCH1,MECP2,SERPINE2,NPY1R,DMRTA2,CSF1R,POU3F2,AKAP12,SHISA2,HAP1,SEMA7A,CHRNB2,NTRK2,NDST3,NOTCH1,LHX4,NPY2R,GLI3,GLI2,CNTN6,ABI2,CLCN2,ARX,TENM2,PLXNA4,SALL1,GRIN2B,TUBB4A,NOS2,CEBPB,KIDINS220,EMX1,ARSG,WNT4,POU3F3,DRAXIN	Functional	HD_Vs_Ctr_Genea_CD44
Morphology of central nervous system	7.18575240426808	0	DLX5,CST3,DLG3,ADCY1,CXCR4,NKX2-1,HDC,BMP4,BCR,RBL1,NOS3,HMX2,ST8SIA2,CYP26A1,EN1,CCND2,ATP1B2,GPM6B,SLC1A2,AGA,CDK5R1,CHL1,ZNF423,CADPS2,ERBB3,FEZF1,JUN,HOXA1,ACHE,RARA,PTCH1,GJC2,SERPINE2,DMRTA2,OXTR,POU3F2,AKAP12,HAP1,SEMA7A,CHRNB2,GDF6,FZD3,NTRK2,PAPPA2,NDST3,NOTCH1,NPY2R,CNTN6,ABI2,CLCN2,LIFR,PLXNA4,GFAP,GRIN2B,CEBPB,EMX1,WNT4,LRP2,SIX3,NEUROG2,NRCAM,SRGAP3,MSI1,LHX2,PCDH9,NR2E1,CHRD,ENHO,CRTAC1,ASCL1,MAP1B,ATRX,ASTN1,PGAP1,LRRTM4,NKX2-2,PTPRZ1,EGFR,LEF1,GAP43,NFIB,CNTN2,GPR85,CCP110,PRND,KIF1B,SCN1A,SHANK2,CASP3,DAB1,PHGDH,TTPA,APAF1,MECP2,NPY1R,CSF1R,DRD1,SHISA2,NLGN3,CASP4,LHX4,GLI3,GLI2,ARX,TENM2,SALL1,TUBB4A,NOS2,KIDINS220,ARSG,KCNJ10,POU3F3,DRAXIN	Functional	HD_Vs_Ctr_Genea_CD44
Morphology of nervous tissue	7.17392519729917	0	DLX5,ERBIN,CNR1,SSTR1,CST3,DLG3,FOS,DGKK,ELFN1,SORL1,KCND2,NOS3,CD9,ST8SIA2,CADPS,SEMA5B,CCND2,GPM6B,TIAM1,SLC1A2,CD47,AGA,CDK5R1,CHL1,MAP3K1,ZNF423,CADPS2,BRCA2,ARHGEF9,FEZF1,SLC17A8,HOXA1,ACHE,SYNE2,DMRTA2,OXTR,POU3F2,SNCG,NKX6-1,CDH10,CACNA2D3,CHRNB2,FRMPD4,NTRK2,FGFR3,ATP13A2,LRP4,ITSN1,STIM2,NPY2R,CNTN6,ABI2,LIFR,RDX,PLXNA4,GFAP,CCDC88A,CEBPB,CNGA3,WNT4,HIPK2,LRP2,NEUROG2,NRCAM,SRGAP3,SALL4,PRKCQ,PCDH9,SPRY2,ROCK2,DPYSL5,RAB3B,ENHO,ASCL1,XK,MAP1B,PCDH15,ATRX,COL25A1,ASTN1,NKX2-2,SEMA5A,RETREG1,GAP43,NFIB,EPS8L2,KIF26A,PRND,SCN1A,SHANK2,CASP3,THRB,APAF1,MECP2,SHC2,NPY1R,CSF1R,GDAP1,DRD1,DACT1,NLGN3,ADCYAP1R1,SH3GL2,LHX4,GLI2,CDH3,ARX,ARC,NOS2,AGAP2,KIDINS220,ARSG,KCNJ10,POU3F3	Functional	HD_Vs_Ctr_Genea_CD44
Migration of cells	7.01010543628123	0	AUTS2,IL1RL1,DAPK2,TLR5,SOX8,FAM107A,LAMA3,SELL,NR3C2,PLCE1,FTX,DEPTOR,GRM3,FOS,HIC1,CXCR4,SCN9A,NKX2-1,BCR,CD9,ST8SIA2,CYP26A1,CHST2,TACR1,ATP1B2,PIK3C2B,SLC1A2,CTNNAL1,MYRF,PIEZO2,CD47,CDK5R1,EOMES,RAP1GAP2,GSN,CLU,MAP3K1,CD34,ERBB3,CALCB,NKX2-3,HOXA1,ITGAM,CRH,EFS,INSM1,EPHA3,B3GAT1,GAB1,SYNE2,TGFBI,SPRY4,PTPRH,GJB2,GPR18,DMTN,S100A14,RAMP3,NANOS1,NES,MDGA1,CDH13,TPD52L1,FGFR3,BST1,ARFGEF1,ITSN1,LPAR2,ZSCAN1,MYL12A,PDE2A,PHLDA1,UNC5C,CEBPB,TUBB2B,ADRA2A,mir-221,NCOA2,MMP14,PLPP3,GATA2,SIX3,NEUROG2,PPM1D,HAX1,CSF2,BEX4,FAM110C,SPRY2,NR2E1,SLC16A3,NCF2,PROM1,SAA1,SCN5A,CD99L2,KIRREL3,ASTN1,APLN,SEMA5A,COL4A1,EGFR,CMTM8,CREB3L1,HSPB1,HOXA-AS2,COL11A1,COL4A2,EPS8,SOX9,XDH,GRB14,CDC14A,SEMA4D,ASAP1,APAF1,CSF1R,KISS1,PTN,ITK,EGFL6,EPB41L5,ADCYAP1R1,ANGPT2,CDH3,ITGA9,CD44,DYSF,S1PR5,KCNA3,ICAM1,ARHGAP21,TMSB10/TMSB4X,NKX3-1,PTPRB,CNR1,PIK3R5,PKP2,ITGB2,NR5A2,EPHX2,ARHGDIB,DIP2A,TMEM173,HDC,BMP4,IL7R,PARD6B,NOS3,ACAP3,CYP2S1,TP63,EFNB2,ALCAM,HAS3,KDR,EZR,SNHG15,TIAM1,FABP7,SRGAP1,LMCD1,USP9X,PCSK5,CHL1,MARK1,CADPS2,FEZF1,ITGA5,JUN,POMK,RXFP1,PDGFD,PLA2G16,ARHGEF12,SERPINE2,LIMCH1,WT1,RGS16,MSTN,APC,LCP1,SLC3A2,SPINT2,POU3F2,AKAP12,CHI3L1,SNCG,NKX6-1,CD37,BMP6,IGFBP3,TREML2,NTRK2,FZD3,CDH11,EIF4EBP1,SIX1,SPATA13,NDST3,NOTCH1,STIM2,TNFRSF8,MMP13,JMJD6,RASSF5,PTPRJ,RDX,GFAP,PLCG2,CCDC88A,LAMC2,HLA-A,KRT6B,PRKCA,LGR6,XBP1,MMP10,WNT4,DDR2,PRKCG,LYST,ASIC1,SARS,ALOX5AP,ECSCR,SATB2,PRKCQ,CGB3 (includes others),RLN2,ROCK2,RASGRP2,SKAP2,MALT1,DOCK8,CHRD,SYK,ASCL1,FUT4,MAP3K8,MAP1B,PCDH15,VWF,VEGFC,CIITA,PTPRZ1,SLC7A5,BACH2,CD74,JAK2,LEF1,DDIT4,TIMELESS,SEMA6A,RAP1GAP,RCAN2,SEMA3D,CNTN2,CYP26B1,FMNL2,CD38,ITGA4,ITGB4,AKAP9,THRB,HRH2,EPCAM,DAB1,HCK,MECP2,DDR1,TNFSF9,IL2RB,SYNM,TP53INP1,RAC2,DRD1,TIE1,PTGDS,MOV10L1,ITGB6,IL17RB,TIAM2,IL33,PPIC,TNS1,PREX1,GLI3,ARX,MEF2C,KRT18,NOS2,LINC00472,AGAP2,KIDINS220,CCL2,TIMP3,SERPINA1,ESRP1,PTHLH,LUM,POU3F3	Functional	HD_Vs_Ctr_Genea_CD44
Cell movement	7.00788851221305	0	AUTS2,IL1RL1,DAPK2,IL13RA2,TLR5,SOX8,FAM107A,LAMA3,SELL,NR3C2,PLCE1,FTX,DEPTOR,GRM3,FOS,HIC1,CXCR4,SCN9A,NKX2-1,BCR,CD9,ST8SIA2,CYP26A1,CHST2,TACR1,ATP1B2,PIK3C2B,SLC1A2,CTNNAL1,MYRF,PIEZO2,CD47,SENP7,CDK5R1,EOMES,RAP1GAP2,GSN,CLU,MAP3K1,DNMT3A,CD34,ERBB3,CALCB,NKX2-3,HOXA1,ITGAM,CRH,EFS,SUSD3,INSM1,EPHA3,B3GAT1,GAB1,SYNE2,TGFBI,CA2,SPRY4,PTPRH,GJB2,GPR18,DMTN,S100A14,RAMP3,NANOS1,NES,MDGA1,CDH13,TPD52L1,FGFR3,BST1,ARFGEF1,ITSN1,LPAR2,ZSCAN1,MYL12A,PDE2A,LIFR,PHLDA1,UNC5C,CHDH,CEBPB,TUBB2B,SMG1,ADRA2A,mir-221,NCOA2,PLPP3,MMP14,GATA2,SIX3,NEUROG2,PPM1D,HAX1,CSF2,NRCAM,BEX4,FAM110C,SPRY2,NR2E1,SLC16A3,NCF2,PROM1,SAA1,TNIK,SCN5A,CD99L2,KIRREL3,ASTN1,APLN,SEMA5A,COL4A1,EGFR,CMTM8,CREB3L1,HSPB1,HOXA-AS2,PRND,FUT9,COL11A1,COL4A2,EPS8,SOX9,XDH,GRB14,CDC14A,SEMA4D,ATP1A4,ASAP1,APAF1,CSF1R,KISS1,PTN,COL4A3BP,ITK,EGFL6,EPB41L5,ADCYAP1R1,PTPRR,ANGPT2,ABCA1,CDH3,ITGA9,CD44,DYSF,S1PR5,GAPDH,KCNA3,ICAM1,ARHGAP21,TMSB10/TMSB4X,NKX3-1,PTPRB,CNR1,PIK3R5,PKP2,ITGB2,CST3,NR5A2,EPHX2,ARHGDIB,DIP2A,TMEM173,HDC,BMP4,IL7R,PARD6B,NOS3,ACAP3,CYP2S1,EN1,TP63,EFNB2,ALCAM,HAS3,KDR,EZR,SNHG15,TIAM1,FABP7,SRGAP1,LMCD1,USP9X,PCSK5,CHL1,PTPRG,MARK1,CADPS2,FEZF1,ITGA5,FGD4,JUN,POMK,RXFP1,PDGFD,RARA,PLA2G16,ARHGEF12,SERPINE2,LIMCH1,WT1,RGS16,MSTN,APC,LCP1,SLC3A2,SPINT2,POU3F2,AKAP12,CHI3L1,SNCG,PCDH10,NKX6-1,CD37,SEMA7A,BMP6,IGFBP3,TREML2,NTRK2,FZD3,CDH11,EIF4EBP1,SIX1,SPATA13,CDC42EP4,NDST3,NOTCH1,STIM2,HOXB9,TNFRSF8,MMP13,JMJD6,RASSF5,PTPRJ,RDX,GFAP,PLCG2,CCDC88A,LAMC2,HLA-A,KRT6B,PRKCA,LGR6,XBP1,MMP10,WNT4,DDR2,PRKCG,LYST,LRP2,ASIC1,SARS,ALOX5AP,ECSCR,SATB2,PRKCQ,CGB3 (includes others),RLN2,ROCK2,IPO9,RASGRP2,SKAP2,MALT1,DOCK8,CHRD,SYK,ASCL1,FUT4,MAP3K8,MAP1B,PCDH15,VWF,VEGFC,CIITA,PTPRZ1,SLC7A5,BACH2,CD74,JAK2,LEF1,GAP43,DDIT4,TIMELESS,SEMA6A,RAP1GAP,RCAN2,SEMA3D,CNTN2,CYP26B1,FMNL2,CD38,ITGA4,ITGB4,THRB,AKAP9,HRH2,EPCAM,DAB1,HCK,MECP2,DDR1,TNFSF9,IL2RB,SYNM,CLDN1,ANO5,TP53INP1,RAC2,DRD1,TIE1,PTGDS,MOV10L1,ITGB6,IL17RB,TIAM2,MMP15,HDAC9,IL33,PPIC,TNS1,PREX1,GLI3,ITGA11,ARX,MEF2C,KRT18,NOS2,LINC00472,AGAP2,KIDINS220,CCL2,TIMP3,SERPINA1,ESRP1,PTHLH,LUM,POU3F3	Functional	HD_Vs_Ctr_Genea_CD44
Cell-cell adhesion	6.91721462968355	0	ITGAM,AMIGO2,NRCAM,CNTN4,SUSD3,LAMA3,DDR1,PKP2,DEPTOR,ITGB2,CLDN1,SPINT2,SYK,NLGN1,DCHS1,CDH10,NLGN3,CYFIP2,EPB41L5,CDH11,ASTN1,IGSF5,CDH13,NRXN2,TP63,EGFR,ALCAM,JAK2,RAP1GAP,CDH3,BOC,CD44,TENM2,CDH24,CDK5R1,TIMP3,SOX9,ITGA4,CD34,ICAM1,ITGA5,ARHGAP21,AMIGO1,PLPP3	Functional	HD_Vs_Ctr_Genea_CD44
Formation of brain	6.85078088734462	0	DLX5,NR4A3,CNR1,FOXD1,CST3,CXCR4,NKX2-1,BMP4,BCR,GRM1,RBL1,HMX2,IMMP2L,ST8SIA2,CYP26A1,EN1,CCND2,DIO3,SLC1A2,CDK5R1,USP9X,EOMES,CHL1,SMARCA1,ZNF423,BRCA2,FEZF1,POMK,HOXA1,PTCH1,SPRY4,POU3F2,HAP1,CHRNB2,NANOS1,MDGA1,NTRK2,FZD3,FGFR3,NOTCH1,JMJD6,PLXNA4,UNC5C,APLP1,EMX1,DYNC2H1,LRP2,SIX3,NEUROG2,NRCAM,LHX2,SPRY2,NR2E1,SLC4A7,CHRD,TNIK,CRTAC1,ASCL1,AFF2,MAP1B,ATRX,SOX2,VEGFC,KIRREL3,NKX2-2,SEMA5A,SHROOM4,COL4A1,EGFR,GAP43,LEF1,DDIT4,NFIB,CASP3,THRB,DAB1,PHGDH,APAF1,MECP2,HMX3,CSF1R,PTCHD1,DRD1,GAS8,ARMC4,PRKDC,ADCYAP1R1,GLI3,GLI2,ARX,SALL1,EML1,SMAD9,NOS2,POU3F3,DRAXIN,RNF112	Functional	HD_Vs_Ctr_Genea_CD44
Quantity of neurons	6.68613277963085	0	HOXC8,NEUROG2,NRCAM,ERBIN,SLC19A3,PCDH9,SPRY2,RAB3B,FOS,CXCR4,NKX2-1,HDC,ASCL1,BMP4,MAP1B,NAT8L,PCDH15,RBL1,HMX2,COL25A1,ST8SIA2,PCLO,NKX2-2,SIX6,DUSP4,PTPRZ1,TP63,EN1,EGFR,CCND2,LEF1,BOC,CNTN2,AGA,GABBR2,CDK5R1,PRND,KIF1B,EPS8,SLC1A1,MAP6,ZNF423,SOX9,CADPS2,CASP3,ERBB3,SLC17A8,THRB,APAF1,INSM1,MECP2,GJC2,SHC2,DMRTA2,DRD1,ACVR1C,SNCG,NLGN1,NKX6-1,HAP1,IL1RAP,CHRNB2,NLGN3,NTRK2,FGFR3,LRP4,SH3GL2,NOTCH1,ABCA1,GLI2,ARX,LIFR,PLXNA4,GRIN2B,ARC,APLP1,KIDINS220,NEFM,ARSG,WNT4,HIPK2	Functional	HD_Vs_Ctr_Genea_CD44
Morphology of neurons	6.67366413907125	0	DLX5,ERBIN,CNR1,SSTR1,CST3,DLG3,FOS,DGKK,ELFN1,SORL1,KCND2,NOS3,CD9,ST8SIA2,CADPS,SEMA5B,CCND2,GPM6B,TIAM1,SLC1A2,CD47,AGA,CDK5R1,CHL1,MAP3K1,ZNF423,CADPS2,BRCA2,ARHGEF9,FEZF1,SLC17A8,ACHE,SYNE2,POU3F2,SNCG,NKX6-1,CDH10,CACNA2D3,CHRNB2,FRMPD4,NTRK2,FGFR3,ATP13A2,LRP4,ITSN1,STIM2,NPY2R,CNTN6,ABI2,LIFR,RDX,PLXNA4,GFAP,CCDC88A,CEBPB,CNGA3,WNT4,HIPK2,LRP2,NEUROG2,NRCAM,SRGAP3,SALL4,PRKCQ,PCDH9,SPRY2,DPYSL5,ROCK2,RAB3B,ENHO,ASCL1,XK,MAP1B,PCDH15,ATRX,COL25A1,ASTN1,NKX2-2,SEMA5A,RETREG1,GAP43,NFIB,EPS8L2,KIF26A,PRND,SCN1A,SHANK2,CASP3,THRB,APAF1,MECP2,SHC2,NPY1R,GDAP1,DRD1,DACT1,NLGN3,ADCYAP1R1,SH3GL2,LHX4,GLI2,CDH3,ARX,ARC,NOS2,AGAP2,KIDINS220,ARSG,KCNJ10,POU3F3	Functional	HD_Vs_Ctr_Genea_CD44
Abnormal morphology of forebrain	6.65364702554936	0	JUN,LRP2,DLX5,DAB1,PHGDH,APAF1,PTCH1,MECP2,MSI1,LHX2,DMRTA2,CSF1R,ADCY1,POU3F2,CRTAC1,SHISA2,NKX2-1,HDC,HAP1,ASCL1,SEMA7A,CHRNB2,MAP1B,ST8SIA2,PGAP1,EGFR,NDST3,ATP1B2,NFIB,GLI2,SLC1A2,ABI2,CLCN2,ARX,TENM2,PLXNA4,SALL1,TUBB4A,CDK5R1,NOS2,CHL1,ZNF423,EMX1,CASP3,ERBB3,FEZF1,POU3F3,DRAXIN	Functional	HD_Vs_Ctr_Genea_CD44
Quantity of cells	6.64975198166584	0	HOXC8,IL1RL1,IL13RA2,TLR5,RLBP1,LAMA3,SELL,NR3C2,PLCE1,FOS,CXCR4,NKX2-1,BCR,CD9,HMX2,ST8SIA2,CHST2,MYH7,TXNIP,BOC,HELLS,KAT6A,RC3H1,CD47,CDK5R1,GSN,CLU,ZNF423,DNMT3A,CD34,ERBB3,CALCB,POU2F2,SLC17A8,PMAIP1,NKX2-3,HOXA1,ITGAM,ACHE,CRH,INSM1,ADM2,CALHM6,ATP8A2,TGFBI,SFRP5,FLVCR1,GPR18,ACVR1C,DMTN,HLA-DRB1,HAP1,CHRNB2,JPH1,CDH13,FGFR3,BST1,CD101,LIFR,PLXNA4,MFAP2,LIPG,APLP1,CEBPB,HAPLN1,HIPK2,mir-221,NCOA2,MTHFD2,MMP14,GPC3,GATA2,SIX3,BHLHE40,NEUROG2,PPM1D,HAX1,CSF2,NRCAM,SLC19A3,LHX2,SPRY2,NR2E1,PCSK1,RAB3B,SAA1,PIK3AP1,NLRX1,COL25A1,SOX2,NKX2-2,EGFR,CREB3L1,GALNT3,HSPB1,PRND,FUT9,GJB6,EPS8,SOX9,CBFA2T3,SEMA4D,ZP1,TTPA,APAF1,IL13RA1,NPY1R,CSF1R,ETS2,PTN,ITK,EGFL6,TOX,PRKDC,SH3GL2,ANGPT2,ABCA1,LHX4,RASSF10,BHMT,CD44,S1PR5,ARC,ARSG,ICAM1,ERBIN,MFAP5,NKX3-1,NR4A3,PIK3R5,ITGB2,EPHX2,ARHGDIB,TMEM173,HDC,BMP4,IL7R,WFS1,RBL1,NOS3,PCLO,SIX6,EN1,TP63,EFNB2,ALCAM,CCND2,KDR,SNHG15,GAS5,MYL9,SLC25A21,AGA,GABBR2,CAV2,CADPS2,BRCA2,JUN,RARA,GJC2,SERPINE2,KLF10,WT1,DMRTA2,MSTN,POU3F2,SNCG,CHI3L1,PPP1R13L,NKX6-1,BMP6,GDF6,IL1RAP,IGFBP3,TEC,TRIB2,NTRK2,CDH11,EIF4EBP1,SIX1,LRP4,COL10A1,NDST3,NOTCH1,NPY2R,TNFRSF8,MMP13,JMJD6,RASSF5,PTPRJ,RDX,GFAP,UBASH3B,PLCG2,GRIN2B,HLA-A,CNGA3,NEFM,XBP1,AKR1A1,WNT4,ATP6AP2,LYST,SALL4,PRKCQ,PCDH9,CGB3 (includes others),SLC4A7,CHM,MALT1,DOCK8,SYK,INSC,MAP7,ASCL1,FUT4,MAP3K8,MAP1B,PCDH15,NAT8L,VWF,IQGAP2,ATRX,DUSP4,CIITA,KSR1,PTPRZ1,SHROOM4,BACH2,JAK2,CD74,LEF1,LIMD1,RAP1GAP,CNTN2,CYP26B1,PDGFC,KIF1B,SLC1A1,MAP6,CD38,CASP3,LNX1,ITGB4,THRB,HRH2,CCDC169-SOHLH2,HCK,COMT,HIVEP3,MECP2,DDR1,IL2RB,SHC2,RAC2,DRD1,DHFR,NLGN1,ITGB6,SNHG5,NLGN3,IL17RB,IL33,CHD5,PREX1,GLI3,GLI2,ARX,MEF2C,KRT18,NOS2,GRAP,IL20RB,KIDINS220,CCL2,TIMP3,SERPINA1,KCNJ10,PTHLH,LUM	Functional	HD_Vs_Ctr_Genea_CD44
Synaptic transmission	6.62708799702989	0	SLC6A9,ASIC1,PCDHB6,CNR1,NR3C2,GRM3,ADCY1,LRRC4,KCND2,BCR,GRM1,CNIH2,GRIA4,CHRNA5,JAK2,PCDHB8,SLC1A2,GABRB2,GABBR2,KIF1B,CAV2,SCN1A,GRIN2A,EPS8,SLC1A1,PCDHB16,GABRA3,CPLX1,AKAP9,CRH,SYT1,RARA,MECP2,KISS1,PTCHD1,DRD1,PCDHB4,AKAP12,SNCG,NLGN1,HAP1,CACNA2D3,CHRNB2,NLGN3,PCDH8,CDH11,ADCY8,MYLK2,NRXN2,LRP4,SYT10,SH3GL2,CDC42EP4,SCN2B,STIM2,NPY2R,CD44,GRIN2B,ARC,KCNMB1,HLA-A,PRKCA,TUBB2B,GLRB,LYPD1,ANKS1B,PRKCG	Functional	HD_Vs_Ctr_Genea_CD44
