Pathway	pVal	zScore	Genes	type	comparison
1-methyl-4-phenylpyridinium Signaling	1.47755576649368	FALSE	CASP3,DDIT4,SNCA	Upstream	Intersect
ATXN1 Signaling	1.47755576649368	FALSE	ATP2A2,MTSS1,VEGFA	Upstream	Intersect
DUSP5 Signaling	1.47755576649368	FALSE	CA2,HIVEP3,IL11	Upstream	Intersect
HOXD3 Signaling	1.47755576649368	FALSE	ITGA5,MMP2,TGFBI	Upstream	Intersect
Usp17le (includes others) Signaling	1.47755576649368	FALSE	CD44,KIT,MMP2	Upstream	Intersect
VIM Signaling	1.47755576649368	FALSE	CCL2,KCNJ10,PTK2	Upstream	Intersect
ZNF202 Signaling	1.47755576649368	FALSE	ABCA1,INSM1,VEGFA	Upstream	Intersect
finasteride Signaling	1.47755576649368	FALSE	CRH,KDR,VEGFA	Upstream	Intersect
pevonedistat Signaling	1.47755576649368	FALSE	CCL2,ICAM1,PMAIP1	Upstream	Intersect
BRAF Signaling	1.47495519296315	FALSE	ASCL1,BMF,CEBPB,CSF1,MMP14,NEUROG2,POU3F2,SPRY4	Upstream	Intersect
LHX1 Signaling	1.47495519296315	FALSE	CADPS2,DAB1,EMB,FUT9,FZD5,SHISA2,SLC26A1,TMEM229A	Upstream	Intersect
SPP1 Signaling	1.46980030179692	FALSE	CA2,CCL2,CD44,EGFR,GFAP,HOMER2,ICAM1,MMP14,MMP2,NRCAM,SOX9,VEGFA	Upstream	Intersect
MYD88 Signaling	1.46852108295774	FALSE	AK3,CCL2,CCN1,CD38,CD44,CMPK2,DNMT3A,HDC,ICAM1,IGFBP5,JUN,MMP14,MMP2,NFKBIA,SLC7A2,SLCO3A1	Upstream	Intersect
MAFB Signaling	1.45842075605342	FALSE	ADA,CCL2,CD38,MTSS1,NKX6-1,PCSK2,SPOCK1	Upstream	Intersect
NPC1 Signaling	1.45842075605342	FALSE	ABCA1,CAV2,LIPG,MMP14,MMP15,SNCA,STAT1	Upstream	Intersect
calphostin C Signaling	1.45593195564972	FALSE	AXIN2,CCL2,ICAM1,KIT,S1PR1,VEGFA	Upstream	Intersect
KAT5 Signaling	1.45345733652187	FALSE	CCND2,CFTR,EGFR,IGFBP5,OGN,PCDH15,PTPRZ1,RAG1	Upstream	Intersect
deoxycholate Signaling	1.44977164694491	FALSE	CASP3,GJB2,HPGD,KCNJ10,SLC1A2	Upstream	Intersect
SU6656 Signaling	1.44733178388781	FALSE	CSF1,NFIL3,PHLDA1,VEGFA	Upstream	Intersect
methylnitrosourea Signaling	1.44733178388781	FALSE	JUN,KDR,TIMP2,TIMP3	Upstream	Intersect
sildenafil Signaling	1.44733178388781	FALSE	CASP3,CEBPB,GFAP,VEGFA	Upstream	Intersect
2'-fucosyllactose Signaling	1.44490555142168	FALSE	ICAM1	Upstream	Intersect
2,3-pentanedione Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
2-methoxy-5-(2',3',4'-trimethoxyphenyl)-2,4,6-cycloheptatrien-1-one Signaling	1.44490555142168	FALSE	JUN	Upstream	Intersect
3-deoxyglucosone Signaling	1.44490555142168	FALSE	HBEGF	Upstream	Intersect
ACAT2 Signaling	1.44490555142168	FALSE	ABCA1	Upstream	Intersect
ACSL1 Signaling	1.44490555142168	FALSE	ABCA1	Upstream	Intersect
ADAMTS7 Signaling	1.44490555142168	FALSE	SOX9	Upstream	Intersect
AI427809 Signaling	1.44490555142168	FALSE	ABCA1	Upstream	Intersect
ARAP1 Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
ARHGAP35 Signaling	1.44490555142168	FALSE	KDR	Upstream	Intersect
AXIN2 Signaling	1.44490555142168	FALSE	BMP4	Upstream	Intersect
BDNF-AS Signaling	1.44490555142168	FALSE	CASP3	Upstream	Intersect
BL-V8-310 Signaling	1.44490555142168	FALSE	CASP3	Upstream	Intersect
Becn2 Signaling	1.44490555142168	FALSE	CNR1	Upstream	Intersect
CASS4 Signaling	1.44490555142168	FALSE	PTK2	Upstream	Intersect
CDG2-cRGD-5 Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
CDKL2 Signaling	1.44490555142168	FALSE	CD44	Upstream	Intersect
CEP290 Signaling	1.44490555142168	FALSE	GLI3	Upstream	Intersect
CHMP6 Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
CNGA2 Signaling	1.44490555142168	FALSE	CYP26B1	Upstream	Intersect
CORT-108297 Signaling	1.44490555142168	FALSE	CRH	Upstream	Intersect
CYFIP1 Signaling	1.44490555142168	FALSE	ARC	Upstream	Intersect
DEGS1 Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
DMRT3 Signaling	1.44490555142168	FALSE	NEUROG2	Upstream	Intersect
DSC2 Signaling	1.44490555142168	FALSE	CD44	Upstream	Intersect
EEFSEC Signaling	1.44490555142168	FALSE	MSRB1	Upstream	Intersect
EPSTI1 Signaling	1.44490555142168	FALSE	NFKBIA	Upstream	Intersect
FANK1 Signaling	1.44490555142168	FALSE	JUN	Upstream	Intersect
FBXO11 Signaling	1.44490555142168	FALSE	BCL6	Upstream	Intersect
FCHSD2 Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
Flotillin Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
Frizzled Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
G-Actin Signaling	1.44490555142168	FALSE	JUN	Upstream	Intersect
GAK Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
GAN Signaling	1.44490555142168	FALSE	GFAP	Upstream	Intersect
GFM1 Signaling	1.44490555142168	FALSE	ARC	Upstream	Intersect
GJB2 Signaling	1.44490555142168	FALSE	FGFR3	Upstream	Intersect
GJC2 Signaling	1.44490555142168	FALSE	GJB1	Upstream	Intersect
GKN1 Signaling	1.44490555142168	FALSE	SOX9	Upstream	Intersect
GPRASP1 Signaling	1.44490555142168	FALSE	CNR1	Upstream	Intersect
GSE1 Signaling	1.44490555142168	FALSE	SLC7A5	Upstream	Intersect
GSK2837808A Signaling	1.44490555142168	FALSE	SLC1A5	Upstream	Intersect
Ggt Signaling	1.44490555142168	FALSE	SLC7A5	Upstream	Intersect
Gm26507 Signaling	1.44490555142168	FALSE	FBN2	Upstream	Intersect
H2BW2 Signaling	1.44490555142168	FALSE	DNMT3A	Upstream	Intersect
HCG18 Signaling	1.44490555142168	FALSE	TRAF6	Upstream	Intersect
HSD17B10 Signaling	1.44490555142168	FALSE	SH3GL2	Upstream	Intersect
Halr1 Signaling	1.44490555142168	FALSE	HOXA1	Upstream	Intersect
Hmgn2 (includes others) Signaling	1.44490555142168	FALSE	SOX9	Upstream	Intersect
INSC Signaling	1.44490555142168	FALSE	KDR	Upstream	Intersect
IPO5 Signaling	1.44490555142168	FALSE	IL33	Upstream	Intersect
Ikzf1 Signaling	1.44490555142168	FALSE	FGFR3	Upstream	Intersect
KIF22 Signaling	1.44490555142168	FALSE	MKX	Upstream	Intersect
KREMEN1 Signaling	1.44490555142168	FALSE	AXIN2	Upstream	Intersect
KREMEN2 Signaling	1.44490555142168	FALSE	AXIN2	Upstream	Intersect
LDHA Signaling	1.44490555142168	FALSE	SLC1A5	Upstream	Intersect
LMO3 Signaling	1.44490555142168	FALSE	ASCL1	Upstream	Intersect
MACROD1 Signaling	1.44490555142168	FALSE	NFKBIA	Upstream	Intersect
MARCHF6 Signaling	1.44490555142168	FALSE	DIO2	Upstream	Intersect
MLLT11 Signaling	1.44490555142168	FALSE	CD44	Upstream	Intersect
MYADM Signaling	1.44490555142168	FALSE	ICAM1	Upstream	Intersect
MYOF Signaling	1.44490555142168	FALSE	KDR	Upstream	Intersect
NCS1 Signaling	1.44490555142168	FALSE	KCND1	Upstream	Intersect
NLRP2 Signaling	1.44490555142168	FALSE	ICAM1	Upstream	Intersect
NTNG2 Signaling	1.44490555142168	FALSE	LRRC4	Upstream	Intersect
OPN4 Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
OSU8-1 Signaling	1.44490555142168	FALSE	HBEGF	Upstream	Intersect
OTP Signaling	1.44490555142168	FALSE	CRH	Upstream	Intersect
PACSIN2 Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
PDCL3 Signaling	1.44490555142168	FALSE	KDR	Upstream	Intersect
PDPN Signaling	1.44490555142168	FALSE	CD44	Upstream	Intersect
PF-4523655 Signaling	1.44490555142168	FALSE	DDIT4	Upstream	Intersect
PHF10 Signaling	1.44490555142168	FALSE	CASP3	Upstream	Intersect
PIK3C2A Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
PLXND1 Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
PMM2 Signaling	1.44490555142168	FALSE	ICAM1	Upstream	Intersect
POU5F2 Signaling	1.44490555142168	FALSE	CRH	Upstream	Intersect
PSMA2 Signaling	1.44490555142168	FALSE	CCND2	Upstream	Intersect
PSMC4 Signaling	1.44490555142168	FALSE	CCND2	Upstream	Intersect
PSMD6 Signaling	1.44490555142168	FALSE	CCND2	Upstream	Intersect
PTPN9 Signaling	1.44490555142168	FALSE	MMP2	Upstream	Intersect
Pantr2 Signaling	1.44490555142168	FALSE	POU3F3	Upstream	Intersect
Pde1 Signaling	1.44490555142168	FALSE	CRH	Upstream	Intersect
Peg3 Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
RAB27A Signaling	1.44490555142168	FALSE	CD44	Upstream	Intersect
RAB27B Signaling	1.44490555142168	FALSE	KIT	Upstream	Intersect
RAB31 Signaling	1.44490555142168	FALSE	OCRL	Upstream	Intersect
RNF7 Signaling	1.44490555142168	FALSE	JUN	Upstream	Intersect
S100A14 Signaling	1.44490555142168	FALSE	MMP2	Upstream	Intersect
SC-19220 Signaling	1.44490555142168	FALSE	ICAM1	Upstream	Intersect
SCN10A Signaling	1.44490555142168	FALSE	SCN5A	Upstream	Intersect
SLC17A7 Signaling	1.44490555142168	FALSE	SLC1A2	Upstream	Intersect
SLC2A12 Signaling	1.44490555142168	FALSE	SLC1A5	Upstream	Intersect
SLC52A1 Signaling	1.44490555142168	FALSE	ICAM1	Upstream	Intersect
SNTB1 Signaling	1.44490555142168	FALSE	ABCA1	Upstream	Intersect
SPOCK1 Signaling	1.44490555142168	FALSE	MMP2	Upstream	Intersect
SRRM1 Signaling	1.44490555142168	FALSE	CD44	Upstream	Intersect
STARD3 Signaling	1.44490555142168	FALSE	ABCA1	Upstream	Intersect
STX12 Signaling	1.44490555142168	FALSE	ABCA1	Upstream	Intersect
SU5614 Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
SV2C Signaling	1.44490555142168	FALSE	SNCA	Upstream	Intersect
TBC1D16 Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
TCHP Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
TMED10 Signaling	1.44490555142168	FALSE	TMED9	Upstream	Intersect
TNS4 Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
TRI-AAT9-1 Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
TUBB3 Signaling	1.44490555142168	FALSE	ANXA5	Upstream	Intersect
Uchl1os Signaling	1.44490555142168	FALSE	UCHL1	Upstream	Intersect
VPS25 Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
VPS4B Signaling	1.44490555142168	FALSE	CASP3	Upstream	Intersect
VTI1B Signaling	1.44490555142168	FALSE	STX8	Upstream	Intersect
WFDC1 Signaling	1.44490555142168	FALSE	ICAM1	Upstream	Intersect
ZSCAN21 Signaling	1.44490555142168	FALSE	SNCA	Upstream	Intersect
allose Signaling	1.44490555142168	FALSE	TXNIP	Upstream	Intersect
anti-miR-29a inhibitor Signaling	1.44490555142168	FALSE	TIMP3	Upstream	Intersect
arsenic trichloride Signaling	1.44490555142168	FALSE	GADD45A	Upstream	Intersect
artemether Signaling	1.44490555142168	FALSE	MMP2	Upstream	Intersect
bis-T-23 Signaling	1.44490555142168	FALSE	COL4A1	Upstream	Intersect
bovine testicular hyaluronidase Signaling	1.44490555142168	FALSE	CD44	Upstream	Intersect
colestimide Signaling	1.44490555142168	FALSE	ABCA1	Upstream	Intersect
deflazacort Signaling	1.44490555142168	FALSE	EDNRA	Upstream	Intersect
epi-BL-V8-310 Signaling	1.44490555142168	FALSE	CASP3	Upstream	Intersect
febuxostat Signaling	1.44490555142168	FALSE	CCL2	Upstream	Intersect
fluorescein Signaling	1.44490555142168	FALSE	CASP3	Upstream	Intersect
gataparsen Signaling	1.44490555142168	FALSE	CASP3	Upstream	Intersect
glucuronic acid Signaling	1.44490555142168	FALSE	SOX9	Upstream	Intersect
homocysteine thiolactone Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
levocetirizine Signaling	1.44490555142168	FALSE	MMP2	Upstream	Intersect
masitinib Signaling	1.44490555142168	FALSE	KIT	Upstream	Intersect
metalloproteinase inhibitor Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
miR-147a (miRNAs w/seed UGUGUGG) Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
miR-24-1-5p (and other miRNAs w/seed GCCUACU) Signaling	1.44490555142168	FALSE	SLITRK1	Upstream	Intersect
miR-33-5p (and other miRNAs w/seed UGCAUUG) Signaling	1.44490555142168	FALSE	ABCA1	Upstream	Intersect
miR-340-5p (miRNAs w/seed UAUAAAG) Signaling	1.44490555142168	FALSE	SRGAP1	Upstream	Intersect
miR-411-3p (and other miRNAs w/seed AUGUAAC) Signaling	1.44490555142168	FALSE	SPRY4	Upstream	Intersect
miR-504-5p (and other miRNAs w/seed GACCCUG) Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
miR-542-5p (miRNAs w/seed CGGGGAU) Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
miR-605-5p (miRNAs w/seed AAAUCCC) Signaling	1.44490555142168	FALSE	SEC24D	Upstream	Intersect
miR-637 (and other miRNAs w/seed CUGGGGG) Signaling	1.44490555142168	FALSE	SP7	Upstream	Intersect
miR-706 (miRNAs w/seed GAGAAAC) Signaling	1.44490555142168	FALSE	SLC3A2	Upstream	Intersect
monocrotaline pyrrole Signaling	1.44490555142168	FALSE	HOXA1	Upstream	Intersect
namitecan Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
norethynodrel Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
oligomycin A Signaling	1.44490555142168	FALSE	TXNIP	Upstream	Intersect
panitumumab Signaling	1.44490555142168	FALSE	EGFR	Upstream	Intersect
polyglactin 910 Signaling	1.44490555142168	FALSE	MMP2	Upstream	Intersect
potassium ferricyanide Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
pregabalin Signaling	1.44490555142168	FALSE	CACNA2D1	Upstream	Intersect
repaglinide Signaling	1.44490555142168	FALSE	CCL2	Upstream	Intersect
rheoswitch ligand 1 Signaling	1.44490555142168	FALSE	DNAJC12	Upstream	Intersect
rifamycin SV Signaling	1.44490555142168	FALSE	BCL6	Upstream	Intersect
sapropterin Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
styrofoam Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
tat-psi-delta-RACK Signaling	1.44490555142168	FALSE	CCL2	Upstream	Intersect
thalidomide analog 1 Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
thalidomide analog 2 Signaling	1.44490555142168	FALSE	VEGFA	Upstream	Intersect
thymidine kinase Signaling	1.44490555142168	FALSE	PRKDC	Upstream	Intersect
ziram Signaling	1.44490555142168	FALSE	SNCA	Upstream	Intersect
NFATC2 Signaling	1.43889861635094	FALSE	ABCA1,BBX,CASP3,CITED2,CMPK2,CTNNAL1,JUN,NFKBIA,POU3F2,SLC3A2,SLCO3A1,STAT1,USP25	Upstream	Intersect
IL17A Signaling	1.43533393574791	FALSE	ACAN,CCL2,CCN1,CEBPB,GADD45A,HBEGF,ICAM1,IL33,JUN,MMP2,RGS16,TIMP2,TIMP4,TRAF6,VEGFA	Upstream	Intersect
NFYA Signaling	1.43415218132648	FALSE	COL11A1,GADD45A,ICAM1,JUN,LMAN1,PMAIP1,TXNIP	Upstream	Intersect
FANCC Signaling	1.4294570601181	FALSE	AXIN2,FZD2,FZD4,HOMER1,PCLO,SKAP2	Upstream	Intersect
Raf Signaling	1.4294570601181	FALSE	DUSP6,ETV1,JUN,PMAIP1,SEMA6A,SPRY4	Upstream	Intersect
lipoteichoic acid Signaling	1.4294570601181	FALSE	CAST,CCL2,ICAM1,MMP2,NR4A3,TIRAP	Upstream	Intersect
ACKR1 Signaling	1.42250820016277	FALSE	CCL2,CITED2,ICAM1	Upstream	Intersect
ADORA3 Signaling	1.42250820016277	FALSE	CCL2,CSF1,VEGFA	Upstream	Intersect
FGFR4 Signaling	1.42250820016277	FALSE	CD44,KDR,MMP14	Upstream	Intersect
Fibrinogen Signaling	1.42250820016277	FALSE	CCL2,ICAM1,MMP14	Upstream	Intersect
GNAI3 Signaling	1.42250820016277	FALSE	CCL2,CSF1,VEGFA	Upstream	Intersect
HDAC7 Signaling	1.42250820016277	FALSE	CD44,RPRM,SLC1A2	Upstream	Intersect
MGAT5 Signaling	1.42250820016277	FALSE	AXIN2,EGFR,ITGA5	Upstream	Intersect
PD 169316 Signaling	1.42250820016277	FALSE	ABCA1,CCND2,TIMP3	Upstream	Intersect
SCGB1A1 Signaling	1.42250820016277	FALSE	COL4A1,MMP14,MMP2	Upstream	Intersect
SIM2 Signaling	1.42250820016277	FALSE	GADD45A,MMP2,TIMP2	Upstream	Intersect
SIN3B Signaling	1.42250820016277	FALSE	BCL6,KLF10,TXNIP	Upstream	Intersect
miR-31-5p (and other miRNAs w/seed GGCAAGA) Signaling	1.42250820016277	FALSE	ITGA5,SATB2,STK40	Upstream	Intersect
Interferon alpha Signaling	1.42136079003193	FALSE	ANXA5,AUTS2,BCL6,BMP4,CASP3,CCL2,CCND2,CD38,CIITA,DDIT4,DUSP6,EGFR,ICAM1,IL11,NFE2L3,NFIL3,NFKBIA,PMAIP1,SLC1A5,SPRY4,STAT1,TRIB2,USP25,USP6NL	Upstream	Intersect
RTN4 Signaling	1.41907502432438	FALSE	GFAP,JUN,MYL2,STAT1,VEGFA	Upstream	Intersect
PRDM1 Signaling	1.4145392704915	FALSE	ADA,AXIN2,BCL6,CADPS2,CD44,CHI3L1,CIITA,DDIT4,FZD2,ME1,PMAIP1,PRKDC,ST14,TRIB1	Upstream	Intersect
CCL2 Signaling	1.41228903498109	FALSE	ABCA1,CCL2,CEBPB,HDC,ICAM1,ITGA5,MMP2	Upstream	Intersect
IRF5 Signaling	1.41228903498109	FALSE	CASP3,CMPK2,COL4A1,DAPK2,PMAIP1,STAT1,VEGFA	Upstream	Intersect
RARG Signaling	1.41228903498109	FALSE	ABCA1,CNR1,COL4A1,CYP26B1,DHRS3,HOXA1,JUN	Upstream	Intersect
TAC1 Signaling	1.41228903498109	FALSE	CASP3,CCL2,CCN1,CUX2,EGFR,GFAP,HDC	Upstream	Intersect
FOSB Signaling	1.40782324260413	FALSE	CEBPB,CRH,HPGD,MMP2	Upstream	Intersect
H2AX Signaling	1.40782324260413	FALSE	PTN,SFRP5,SLC7A11,TIMP3	Upstream	Intersect
lipoxin A4 Signaling	1.40782324260413	FALSE	CCL2,CFTR,ICAM1,TIMP2	Upstream	Intersect
8,9-epoxyeicosatrienoic acid Signaling	1.40671393297954	FALSE	CD44,EGFR	Upstream	Intersect
BQ 123 Signaling	1.40671393297954	FALSE	CCL2,VEGFA	Upstream	Intersect
BRMS1 Signaling	1.40671393297954	FALSE	GJB1,GJB2	Upstream	Intersect
Bcl9-Cbp/p300-Ctnnb1-Lef/Tcf Signaling	1.40671393297954	FALSE	AXIN2,CD44	Upstream	Intersect
CCND2 Signaling	1.40671393297954	FALSE	CCND2,VEGFA	Upstream	Intersect
Ccl6 Signaling	1.40671393297954	FALSE	MMP2,TIMP4	Upstream	Intersect
DLX1 Signaling	1.40671393297954	FALSE	DLX5,POU3F3	Upstream	Intersect
GDF11 Signaling	1.40671393297954	FALSE	ATP2A2,ICAM1	Upstream	Intersect
GLRX Signaling	1.40671393297954	FALSE	ICAM1,VEGFA	Upstream	Intersect
HA900 Signaling	1.40671393297954	FALSE	CCL2,PTN	Upstream	Intersect
HAS2 Signaling	1.40671393297954	FALSE	CD44,PTK2	Upstream	Intersect
I-BOP Signaling	1.40671393297954	FALSE	CCL2,ICAM1	Upstream	Intersect
PD 168393 Signaling	1.40671393297954	FALSE	CCL2,RGS16	Upstream	Intersect
PI3 Signaling	1.40671393297954	FALSE	CEBPB,NFKBIA	Upstream	Intersect
PRRX1 Signaling	1.40671393297954	FALSE	PALLD,SOX9	Upstream	Intersect
RALBP1 Signaling	1.40671393297954	FALSE	COL4A1,MMP2	Upstream	Intersect
RGS4 Signaling	1.40671393297954	FALSE	KDR,MYL2	Upstream	Intersect
RP 73401 Signaling	1.40671393297954	FALSE	CEBPB,STAT1	Upstream	Intersect
RUNX1T1 Signaling	1.40671393297954	FALSE	CCND2,CD34	Upstream	Intersect
SCUBE3 Signaling	1.40671393297954	FALSE	FGFR4,MMP2	Upstream	Intersect
TENM1 Signaling	1.40671393297954	FALSE	ERBB3,SEMA6A	Upstream	Intersect
TPM3 Signaling	1.40671393297954	FALSE	MMP2,VEGFA	Upstream	Intersect
YBX3 Signaling	1.40671393297954	FALSE	ERBB3,JUN	Upstream	Intersect
acrylamide Signaling	1.40671393297954	FALSE	EGFR,JUN	Upstream	Intersect
kukoamine A Signaling	1.40671393297954	FALSE	CASP3,CEBPB	Upstream	Intersect
miR-182 inhibitor Signaling	1.40671393297954	FALSE	CASP3,NFKBIA	Upstream	Intersect
nicotiflorin Signaling	1.40671393297954	FALSE	GFAP,ICAM1	Upstream	Intersect
voltage-gated calcium channel Signaling	1.40671393297954	FALSE	CCND2,CD34	Upstream	Intersect
morphine Signaling	1.40450377817443	FALSE	ARC,AXIN2,CASP3,CNR1,EGFR,ERBB3,GFAP,RGS20,SLC1A2,TRAF6	Upstream	Intersect
2-deoxyglucose Signaling	1.40340290437354	FALSE	BMF,CASP3,CRH,DDIT4,JUN,TXNIP	Upstream	Intersect
KDM8 Signaling	1.40340290437354	FALSE	ETV1,HERPUD1,MCM5,PPFIA2,SOX9,VEGFA	Upstream	Intersect
LEP Signaling	1.40230481407449	FALSE	ACSL3,ATP2A2,CASP3,CCL2,CCN1,CEBPB,COL4A1,CRH,DUSP6,EPHX2,FAAH,GADD45A,GFAP,ICAM1,JAK2,JUN,MMP14,MMP2,P2RX4,PCSK2,TIMP3,TMED9,TTPA,VEGFA	Upstream	Intersect
XBP1 Signaling	1.40120949323689	FALSE	APBB2,ARFGAP3,ATP2A2,CREB3L1,DNAJC10,FKBP11,HERPUD1,ICAM1,LMAN1,PTPRN,S1PR1,SEC24D,SLC1A5,VAMP7	Upstream	Intersect
testosterone Signaling	1.39794000867204	FALSE	ADRA2A,APLN,BMP4,CASP3,CAST,CYP26B1,DDIT4,DNMT3A,EGFR,EIF4EBP1,FGFR3,GADD45A,HDC,IGFBP5,IL33,JUN,NFKBIA,SLC6A9,SNCA,SYT11	Upstream	Intersect
SREBF1 Signaling	1.39685562737982	FALSE	ABCA1,AK4,ALDOC,BHLHE40,CEBPB,CSRP1,FABP7,FADS1,KCNA2,NFIL3,NKX6-1,NUPR1,P4HA2,TNNI1,VEGFA	Upstream	Intersect
IL3 Signaling	1.39147396642281	FALSE	ADA,AKR1A1,CASP3,CCL2,CCND2,CITED2,CSF1,FGFR4,GADD45A,HBEGF,ICAM1,IL33,JUN,MCM5,PAPPA2,PHGDH,SEMA7A,SLC3A2,VEGFA	Upstream	Intersect
propylthiouracil Signaling	1.39147396642281	FALSE	DCX,DIO2,FADS1,JUN,LRRC4,PCSK2,PHLDA1,SLC1A2	Upstream	Intersect
4-phenylbutyric acid Signaling	1.38933983691012	FALSE	ABCA1,CASP3,CCL2,MMP2,TCERG1,TIMP2,VAMP7	Upstream	Intersect
NCOA3 Signaling	1.38933983691012	FALSE	CCN1,GJB2,HOXA1,KDR,NFKBIA,PARD6B,VEGFA	Upstream	Intersect
CUL3 Signaling	1.38827669199266	FALSE	HAPLN1,MATN1,MFAP4,MYL2,SPON1	Upstream	Intersect
FOSL2 Signaling	1.38827669199266	FALSE	ABCA1,CEBPB,DIO2,HPGD,MMP2	Upstream	Intersect
PTPRJ Signaling	1.38827669199266	FALSE	BBX,CITED2,HBEGF,HDC,LHX2	Upstream	Intersect
NCOA1 Signaling	1.38827669199266	FALSE	ABCA1,CBX4,CRH,ERBB3,GJB2,HIC1,KDR,NFIB,NFKBIA,PARD6B	Upstream	Intersect
mir-8 Signaling	1.38827669199266	FALSE	CD47,CITED2,DLX5,KDR,PCDH10,PMAIP1,RHPN2,SOX9,SULF2,TIMP2	Upstream	Intersect
metformin Signaling	1.38090666937326	FALSE	ABCA1,CASP3,CCL2,CCND2,CEBPB,DDIT4,DICER1,DLX5,EGFR,GRB14,NFKBIA	Upstream	Intersect
MAPK14 Signaling	1.37986394502624	FALSE	ABCA1,AXIN2,CCL2,DNMT3A,DUSP6,EGFR,GADD45A,ICAM1,JUN,KDR,TIMP2,VEGFA	Upstream	Intersect
ADAM17 Signaling	1.3777859770337	FALSE	AXIN2,EFNB2,EGFR,FUT9,MMP2,SOX9	Upstream	Intersect
IKZF3 Signaling	1.3777859770337	FALSE	CAV2,CD38,CITED2,INAFM2,SEMA5A,SOX9	Upstream	Intersect
sulindac sulfide Signaling	1.3777859770337	FALSE	AGTPBP1,CEBPB,GADD45A,GARS1,MTHFD2,STC2	Upstream	Intersect
L-triiodothyronine Signaling	1.37468754903833	FALSE	ABCA1,ATP2A2,BMF,BMP4,CD44,CDC42EP4,CNR1,COL4A1,DIO2,DNMT3A,HOMER1,KCNJ10,ME1,MMP14,MYL2,MYOM3,NFIB,PCSK2,PSAT1,RGS16,SBK1,SEMA7A,SLCO1C1,STIM2	Upstream	Intersect
STAT3 Signaling	1.37365963262496	FALSE	BCL6,BMF,CASP3,CCL2,CCND2,CEBPB,CHI3L1,CIITA,CMPK2,COL5A1,FLRT3,GADD45A,GFAP,ICAM1,IGFBP5,IL11,JAK2,KDR,MMP2,PEG10,PHLDA1,PMAIP1,PTK2,PTN,S1PR1,SMAD9,STAT1,STC2,VEGFA,XAF1	Upstream	Intersect
EOMES Signaling	1.37161106994969	FALSE	BCL6,BHLHE22,KDR,LHX9,NAV2,PLXNA4,SATB2,TGFBI	Upstream	Intersect
OSM Signaling	1.37059040089728	FALSE	ABCA1,ABCC5,ACSL3,ARHGEF2,BHLHE40,BRD8,CCL2,CCND2,CDC42EP4,CHI3L1,CNTN6,DHRS3,EIF4EBP1,ERBB3,GAB1,GAS7,HBEGF,ICAM1,IL13RA1,IL33,JUN,KLF10,MMP2,PTPRZ1,STAT1,TIMP3,USP9X,VEGFA	Upstream	Intersect
CAMK4 Signaling	1.37059040089728	FALSE	ABCA1,CSRP1,DCX,JUN	Upstream	Intersect
SAA Signaling	1.37059040089728	FALSE	CCL2,CSF1,ICAM1,IL33	Upstream	Intersect
THBS1 Signaling	1.37059040089728	FALSE	ADCYAP1R1,COL4A1,MMP2,VEGFA	Upstream	Intersect
GRN Signaling	1.36957212497498	FALSE	FZD2,ICAM1,VEGFA	Upstream	Intersect
LILRB1 Signaling	1.36957212497498	FALSE	FGFR3,MMP2,UCHL1	Upstream	Intersect
LINC00963 Signaling	1.36957212497498	FALSE	CREB3L1,EGFR,ICAM1	Upstream	Intersect
OXT Signaling	1.36957212497498	FALSE	CRH,MYL2,OXTR	Upstream	Intersect
PARPBP Signaling	1.36957212497498	FALSE	EMB,PLOD2,SPON1	Upstream	Intersect
