Pathway	pVal	zScore	Genes	type	comparison
Antiviral response	19.3615107430454	2.189	EIF2AK2,RSAD2,DHX58,IFIT1B,OASL,STAT2,OAS2,DDX58,IFIT2,Ifi27l2a/Ifi27l2b,RTP4,IRF7,Mx1,STAT1,Oasl2,IFI16	Functional	R62_6wk
Systemic autoimmune syndrome	17.1765257708297	0	EIF2AK2,RSAD2,IFIT1B,NLRC5,IFIT2,USP18,Trim30a/Trim30d,Ifi27l2a/Ifi27l2b,RTP4,IRF7,XAF1,SLFN5,STAT1,PARP14,LGALS3BP,SDC3,PARP12,DHX58,OASL,STAT2,OAS2,DDX58,HELZ2,HERC6,Irgm1,Oasl2,ZBP1,IFI16	Functional	R62_6wk
Systemic lupus erythematosus	11.8996294548824	0	PARP12,EIF2AK2,RSAD2,DHX58,OASL,NLRC5,OAS2,DDX58,USP18,HERC6,IRF7,STAT1,ZBP1,IFI16	Functional	R62_6wk
Insulin-dependent diabetes mellitus	11.7825160557861	0	IFIT1B,STAT2,IFIT2,Trim30a/Trim30d,Ifi27l2a/Ifi27l2b,RTP4,HERC6,Irgm1,IRF7,XAF1,STAT1,Oasl2,ZBP1,PARP14,IFI16	Functional	R62_6wk
Replication of Herpesviridae	11.1643094285076	-1.913	PARP12,RSAD2,IRF9,OASL,STAT1,STAT2,DDX58,ZBP1	Functional	R62_6wk
Infection of mammalia	8.2572748686953	-2.605	EIF2AK2,IRF9,DHX58,Irgm1,IRF7,OASL,STAT1,STAT2,DDX58,IFIT2,USP18	Functional	R62_6wk
Replication of virus	7.95078197732982	-3.047	PARP12,EIF2AK2,RSAD2,IRF9,OASL,NLRC5,STAT2,DDX58,IRF7,Mx1,STAT1,Oasl2,ZBP1	Functional	R62_6wk
Tuberculosis	7.95078197732982	0	Irgm1,IRF7,STAT1,STAT2,IFI35,OAS2,IFIT2,IFI16	Functional	R62_6wk
Replication of vesicular stomatitis virus	7.92811799269387	-2.273	PARP12,IRF9,OASL,Oasl2,STAT2,DDX58	Functional	R62_6wk
Quantity of IL-12 in blood	7.54363396687096	-1.342	DHX58,Irgm1,STAT1,IFIT2,LGALS3BP	Functional	R62_6wk
Replication of RNA virus	7.47755576649368	-2.853	PARP12,EIF2AK2,RSAD2,IRF9,IRF7,Mx1,STAT1,OASL,Oasl2,NLRC5,STAT2,DDX58	Functional	R62_6wk
Rheumatic Disease	7.34103515733556	0	PARP12,EIF2AK2,DHX58,RSAD2,OASL,NLRC5,OAS2,DDX58,USP18,HELZ2,HERC6,IRF7,SLFN5,STAT1,SCN4B,ZBP1,IFI16,SDC3	Functional	R62_6wk
Innate immune response	7.17263072694618	1.982	EIF2AK2,IRF7,Mx1,STAT1,NLRC5,DDX58,ZBP1,IFIT2	Functional	R62_6wk
Replication of viral replicon	7.02641037657274	-2.207	EIF2AK2,RSAD2,Mx1,OASL,IFI16	Functional	R62_6wk
Pemphigus foliaceus	6.53017798402184	0	EIF2AK2,RSAD2,STAT1,OASL,OAS2	Functional	R62_6wk
Psoriasis	6.50445566245355	0	RTP4,HERC6,RSAD2,IRF7,STAT1,OASL,IFI35,OAS2,DDX58,LGALS3BP,IFI16	Functional	R62_6wk
Cutaneous T-cell lymphoma	6.35556141053216	0	RSAD2,IRF7,OASL,STAT1,IFI35,OAS2	Functional	R62_6wk
Diabetes mellitus	6.14026143380285	0	RSAD2,IFIT1B,STAT2,IFIT2,Trim30a/Trim30d,Ifi27l2a/Ifi27l2b,RTP4,HERC6,IRF7,Irgm1,XAF1,STAT1,Oasl2,PARP14,ZBP1,IFI16	Functional	R62_6wk
Glucose metabolism disorder	5.58169870868025	0	EIF2AK2,RSAD2,IFIT1B,STAT2,IFIT2,Trim30a/Trim30d,Ifi27l2a/Ifi27l2b,RTP4,HERC6,IRF7,Irgm1,XAF1,STAT1,Oasl2,PARP14,ZBP1,IFI16	Functional	R62_6wk
Antiviral response of cells	5.3429441471429	1.982	EIF2AK2,DHX58,STAT1,DDX58	Functional	R62_6wk
Replication of Simian virus 5 strain W3a	5.17979854051436	0	IRF9,STAT2	Functional	R62_6wk
Replication of human parainfluenza virus	5.17979854051436	0	IRF9,STAT2	Functional	R62_6wk
Viral Infection	5.04287180232319	-3.124	PARP12,EIF2AK2,IRF9,DHX58,RSAD2,OASL,NLRC5,STAT2,OAS2,DDX58,IFIT2,IRF7,Mx1,STAT1,Oasl2,IFI35,ZBP1	Functional	R62_6wk
Quantity of IFNG in blood	5.0087739243075	-1.941	DHX58,Irgm1,STAT1,LGALS3BP	Functional	R62_6wk
Binding of interferon-stimulated response element	4.96257350205938	0	IRF9,STAT1,DDX58	Functional	R62_6wk
Apoptosis of fibrosarcoma cell lines	4.81815641205523	0	EIF2AK2,STAT1,STAT2,DDX58	Functional	R62_6wk
Antiviral response of fibroblasts	4.70333480973847	0	STAT1,DDX58	Functional	R62_6wk
Contact growth inhibition of lymphoma cell lines	4.70333480973847	0	STAT1,DDX58	Functional	R62_6wk
Replication of human herpesvirus 1	4.67571754470231	0	IRF9,OASL,STAT2	Functional	R62_6wk
Interferon response	4.55284196865778	0	EIF2AK2,IRF7,DDX58	Functional	R62_6wk
Mature T-cell neoplasm	4.28819277095881	0	RSAD2,IRF7,STAT1,OASL,STAT2,IFI35,OAS2,IFIT2	Functional	R62_6wk
Replication of Flaviviridae	4.26520017041115	-1.922	EIF2AK2,RSAD2,OASL,DDX58	Functional	R62_6wk
Infection of fibrosarcoma cell lines	4.18177410638604	0	STAT1,STAT2	Functional	R62_6wk
Replication of Myxoma virus	4.18177410638604	0	EIF2AK2,STAT1	Functional	R62_6wk
T-cell non-Hodgkin lymphoma	4.1791420105603	0	RSAD2,IRF7,STAT1,OASL,STAT2,IFI35,OAS2,IFIT2	Functional	R62_6wk
Replication of Paramyxoviridae	3.95860731484178	0	IRF9,OASL,STAT2	Functional	R62_6wk
Replication of Human cytomegalovirus	3.86012091359876	0	RSAD2,ZBP1	Functional	R62_6wk
Quantity of cytokine	3.82973828460504	-1.19	DHX58,Irgm1,STAT1,IFIT2,LGALS3BP,HELZ2	Functional	R62_6wk
Primary antiphospholipid antibody syndrome	3.78781239559604	0	STAT1,OAS2,LGALS3BP	Functional	R62_6wk
Replication of Influenza A virus	3.74232142513082	-2.178	EIF2AK2,RSAD2,Mx1,STAT1,NLRC5,DDX58	Functional	R62_6wk
Calcification of brain	3.73754891026957	0	STAT1,USP18	Functional	R62_6wk
Infection by chlamydia	3.62893213772826	0	Irgm1,STAT1	Functional	R62_6wk
Survival of organism	3.55595520408192	1.213	DHX58,RSAD2,IRF7,Irgm1,Mx1,STAT1,NLRC5,STAT2,DDX58,IFI16	Functional	R62_6wk
Transactivation of RNA	3.43651891460559	1.724	EIF2AK2,IRF9,IRF7,STAT1,STAT2,DDX58,IFI16,JMJD6	Functional	R62_6wk
Antiproliferative response of cells	3.29499204066666	0	STAT1,STAT2	Functional	R62_6wk
Infection of fibroblasts	3.29499204066666	0	EIF2AK2,DDX58	Functional	R62_6wk
Quantity of IL-12b in blood	3.29499204066666	0	STAT1,IFIT2	Functional	R62_6wk
Type I interferon response	3.29499204066666	0	IRF7,DDX58	Functional	R62_6wk
Replication of flavivirus	3.22914798835786	0	RSAD2,OASL	Functional	R62_6wk
Replication of Murine herpesvirus 4	3.16749108729376	0	PARP12,DDX58	Functional	R62_6wk
Replication of Hepatitis C virus	3.1180450286604	0	EIF2AK2,RSAD2,DDX58	Functional	R62_6wk
Fragmentation of genomic DNA	3.11069829749369	0	EIF2AK2,STAT1	Functional	R62_6wk
Cytostasis of tumor cell lines	3.01144104312138	1.452	EIF2AK2,STAT1,DDX58,IFI16	Functional	R62_6wk
Activation of natural killer T lymphocytes	3.00656376950239	0	STAT1,DDX58	Functional	R62_6wk
Synaptogenesis Signaling Pathway	3.42	3.13049516849971	APOE,CACNA2D1,CACNB4,CDH11,CDH13,CDH2,CDH6,CREB1,EFNA5,FYN,GRIA2,GRIA4,MRAS,NLGN1,NLGN3,RAP2B,RELN,STXBP6,SYT11,SYT9,VLDLR,WASF1	Canonical	Q175_12
SOX2 Signaling	14.5654310959658	2.444	2810468N07Rik,AFAP1L2,ARHGEF10,ASPRV1,AXIN1,BFSP2,BHLHE40,BMP4,CASKIN2,CDH2,CHST15,COBLL1,CXCL14,CYP2J2,DDC,DSP,EFS,FLT1,FYN,GJC2,IGF1,JAG1,KANK1,KIF26A,L3MBTL3,LRRC4,MAG,NCKAP1,NDN,Nes,NFASC,NIPAL4,NKX2-2,PARD6G,PCDH15,PHLDB1,PSAT1,S100A1,SEMA3D,SGK2,SLC44A1,SMOC1,SNAI1,SOX10,SOX8,TGFB2,TMEM163,TNNI1,TSPAN15,TUBB3,USP18,WNT3	Upstream	Q175_12
TCF7L2 Signaling	9.24641694110709	5.367	2810468N07Rik,ACY3,ARHGEF10,BMP4,CCP110,DDC,DUSP15,GJB1,GJC2,GRAMD2B,IL1RAP,JAG1,LGI3,MAG,MCAM,ME1,MYO6,NFASC,NINJ2,NKAIN1,OTUD7B,PLAT,PLEKHG1,PLEKHH1,PPP1R14A,PTPDC1,RTKN,SLC22A23,SLC44A1,SORBS3,SOX10,SPP1,TMEM163,TSPAN15,ZNF536	Upstream	Q175_12
ESR2 Signaling	5.57511836336893	-0.71	APOE,AR,BMP4,CCNA2,CDH2,CHST15,COL1A2,DNAH11,ENPP3,FOXO1,GJB1,IGF1,JAG1,LIMCH1,LOX,LPL,LRRN3,MAOA,MXD1,MYCL,NFE2L3,PLAT,PSAT1,RAI2,RDH10,RELN,SHISA2,SMOC1,SOCS2,SPP1,ST8SIA1,STON1,SYNPO,TENM4,TSC22D1	Upstream	Q175_12
CREB1 Signaling	5.01144104312138	-1.015	Abca8a,APOE,ARFGEF3,BHLHE22,BHLHE40,CACNA2D1,CADPS2,CCDC85A,CCNA2,CDH11,CDH13,CDH2,CH25H,CIITA,CREB1,DKK2,ENTPD1,FLT1,GPNMB,GRIK2,LPL,MCAM,NAP1L5,NEXMIF,OMG,PAM,PCDH11X,PDE1C,PLAT,PLXNC1,Ptprd,RALYL,RBMX,Retnla,ROBO1,SOCS2,TMEFF2,YPEL4	Upstream	Q175_12
decitabine Signaling	4.8153085691824	2.372	APOE,AR,BCL11A,BMP4,CCNA2,CDH11,CDH13,CDH2,CDH6,CDX1,CNTN1,COL1A2,CREB1,DNM3,EDA2R,FILIP1L,GJB1,IFIT2,IL1RAP,JAG1,LAMA2,LOX,LY96,NFASC,NFIB,NQO1,PAK3,PDLIM4,PSAT1,PXDN,RELN,ROBO1,RTP4,SNAI1,SNRPN,SPOCK1,SPP1,SYK,TGFB2,TMEFF2,TSC22D1,TUBB3,UCHL1,UNG,WNT3	Upstream	Q175_12
PAX7 Signaling	4.68193666503724	2.975	CDH11,CDH2,MYO1D,NQO1,OTUD7A,PARM1,PDLIM4,PKIA,PLAGL1,SEMA3E,SLC44A1	Upstream	Q175_12
CG Signaling	4.1771783546969	2.24	ACPP,AR,ARNT,BHLHE40,CDH2,DNAH11,ENPP3,FYN,GPC1,IGF1,LIMCH1,LRRN3,MCAM,MYCL,PARD6G,PKIA,PLAT,PPP1R14A,SEMA3E,SPP1,ST8SIA1,TENM4,TGFB2,TIPIN,TM4SF1,UNG	Upstream	Q175_12
SOX4 Signaling	4.08724669632868	2.289	Acot1,ACY3,AIF1L,ARNT,BCAR3,CDH2,EFNA5,GRIA2,IGF1,KANK1,LRRN3,PARD6G,PRXL2A,PTK2,TENM4,TMEM98,UCHL1	Upstream	Q175_12
ERG Signaling	4.06499684854635	2.337	AR,CCNA2,CDH2,DIP2A,DYNC1I1,FKBP5,FLT1,FYN,GUCY1A1,GUCY1B1,MYO1D,MYO5A,NLGN1,PLAT,RALGPS2,RHOJ,SNAI1,SPP1	Upstream	Q175_12
Tgf beta Signaling	3.86646109162978	2.868	ANKH,AXIN1,BHLHE40,CDH11,CDH2,CIITA,COL1A2,COL4A1,CSF1,CTSK,IGF1,JAG1,LOX,MXD1,PDCD1,PHLDB1,PLAT,POSTN,SNAI1,SPOCK1,SPP1	Upstream	Q175_12
CYP1A1 Signaling	3.71896663275227	-1.4	CD3E,CTTN,GPC1,GSTM2,IFNLR1,IGF1,INSC,NQO1,SOCS2,TSC22D1,VLDLR	Upstream	Q175_12
beta-estradiol Signaling	3.70114692359029	-0.064	Acot1,ACPP,ADGRF5,ADRB1,ALCAM,ANKH,APOE,AR,BHLHE40,BICD1,BMP4,CACNB4,CCNA2,CDC20,CDH11,CDH2,CDK18,CDKL2,COL1A2,CPT1C,CREB1,CTSK,CTTN,DDC,DDR1,DLG2,DSP,FGF1,FOXO1,GJB1,GPC1,GUCY1A1,GUCY1B1,HUNK,IGF1,IGF2R,INSIG2,JAG1,KIF1A,L3MBTL3,LOX,LPL,MAOA,MAPK8IP1,MCAM,MPDZ,MPPED2,MXD1,NFE2L3,OSBPL5,PAK5,PAM,Pcp4l1,PLAT,PPP1R14A,PSAT1,PTGER4,PTK2,PXDN,RDH10,Retnla,RTP4,SCG5,SERPINA3,SEZ6,SHISA2,SMOC1,SNAI1,SOCS2,SPOCK1,ST8SIA1,STIP1,STON1,SYK,SYNPO,SYT11,TACSTD2,TANK,TGFB2,THRA,TM4SF1,TMOD2,TSC22D1,WNT3,XBP1	Upstream	Q175_12
BDNF Signaling	3.68824613894425	2.884	ACOT7,ANXA5,AR,ATAT1,BHLHE40,CSPG4,GRIA2,KIF1A,KIF1B,KLC1,MAG,MYO5A,MYO6,OMG,P4HA1,RELN,SCCPDH,SEMA3E,SPP1,SYNPO,THRA,TUBB3	Upstream	Q175_12
enzalutamide Signaling	3.66554624884907	1	AR,FKBP5,GDAP1,SLC45A3	Upstream	Q175_12
CYP1B1 Signaling	3.65364702554936	-1.414	CD3E,GSTM2,IFNLR1,INSC,MCAM,NQO1,SOCS2,VLDLR	Upstream	Q175_12
CYP1A2 Signaling	3.50863830616573	-1.89	CD3E,GSTM2,IFNLR1,INSC,NQO1,SOCS2,VLDLR	Upstream	Q175_12
Pzp Signaling	3.45967052520913	0	APOE,LPL,VLDLR	Upstream	Q175_12
DNMT3A Signaling	3.40450377817443	-0.832	AKAP6,ENPP6,FOXO1,GRIA4,GUCY1A1,PCBP4,PDE1C,PLCB4,RAP2B,S100A1,SNRPN,SPP1,TNNI1,TSC22D1	Upstream	Q175_12
IFNB1 Signaling	3.3840499483436	1.753	ANXA5,AXL,BHLHE40,CARD6,CDH2,CDKL2,CH25H,CTSK,DHX58,F2R,GNB4,IFIT2,ITGAX,PDCD1,PHLDB2,SPP1,UBE2E2,UCHL1,USP18	Upstream	Q175_12
RUNX3 Signaling	3.35457773065091	-3	AKAP6,CDH11,CIITA,COL4A1,ITGAX,JAG1,LOX,MSRB3,NAP1L5,PXDN,SPP1,TGFB2	Upstream	Q175_12
dihydrotestosterone Signaling	3.3429441471429	1.714	ACACA,ACPP,APOE,AR,CACYBP,CCNA2,CDC20,CDH2,COBLL1,COL4A1,ELOVL7,EPB41L4B,F2R,FKBP5,FOXO1,IGF1,JAG1,LOX,LPL,MCAM,ME1,PAM,PLAGL1,POSTN,PTGER4,SERPINB6,SNAI1,SPP1,TGFB2,TRPC4,USP54,VLDLR	Upstream	Q175_12
DNASE2 Signaling	3.32330639037513	0	CH25H,DHX58,GPNMB,RTP4,Sp100,USP18	Upstream	Q175_12
cholecalciferol Signaling	3.17069622716898	2.467	CSF1,CTSK,DKK2,FAM20C,IGF1,ITGAX,ME1,MYO6,SP7,SPP1,SULF2	Upstream	Q175_12
DDIT3 Signaling	3.13548891894161	0	BHLHE22,FOXO1,JAG1,LOX,PLAT,SPOCK1,TENM4,TGFB2,TRIB3,UNG,XBP1	Upstream	Q175_12
Nr1h Signaling	3.12726117252733	-0.527	ACACA,Apoc1,APOC4,APOE,CSF1,F2R,FGF1,FLT1,HIP1,INSIG2,LPL,TRPC4,VLDLR	Upstream	Q175_12
filgrastim Signaling	3.09908693226233	-1.886	ADGRG3,ATP9A,CARD6,CAVIN2,CEACAM1,CLEC7A,CST7,DDHD1,DPYD,FKBP5,GNG11,GZMK,HIP1,IFIT2,IL1RAP,KLRB1,RABGAP1L,SLC45A3,SPP1,ST6GALNAC3,SULF2,THRA,TSC22D1,XBP1,ZDHHC2	Upstream	Q175_12
bleomycin Signaling	3.09474395125155	3.122	BMP4,CDH11,COL1A2,CTSK,DNER,F2R,IGF1,JAG1,LOX,NDN,PLAT,Retnla,SOCS2,SPP1,TGFB2	Upstream	Q175_12
dexamethasone Signaling	3.06905096883248	1.149	ACACA,ACOT7,ACY3,ADAMTS2,ADGRG3,AKAP6,ALCAM,APOE,ARHGAP23,ATP10B,ATP9A,BHLHE40,CARD6,CAVIN2,CCNA2,CD3E,CDH11,CEACAM1,CENPO,CFHR1,CLEC7A,CNN3,COL1A2,COL4A1,CSF1,CST7,CTSK,CXCL14,CYP2J2,DDHD1,DNER,DPYD,EGLN3,EPB41L4B,FGF1,FILIP1L,FKBP5,FOXO1,GNG11,GPR153,GZMK,HIP1,HUNK,IFIT2,IGF1,IL1RAP,JAG1,KCNK6,KLF3,KLRB1,LAD1,LAMA2,LPL,MAOA,ME1,NQO1,P4HA1,PAM,PCSK6,PDCD1,PLAT,POSTN,RABGAP1L,SERPINA3,SLC45A3,SNAI1,SOCS2,SPOCK1,SPP1,SPTBN1,ST6GALNAC3,STON1,SULF2,SYK,TGFB2,THRA,TNFSF14,TSC22D1,TSPYL4,USP18,USP54,XBP1,ZDHHC2,ZNF189,ZNF704	Upstream	Q175_12
estrogen receptor Signaling	3.03905380426617	-1.313	AXL,CAPG,CDH11,CDH13,COL4A1,DSP,FGF1,IGF1,JAG1,NCAM2,PCDH10,PCDHB14,SNAI1,SYNPO,TGFB2,WNT3,XBP1	Upstream	Q175_12
ITGB1 Signaling	3.02872415126189	-1.625	ADAMTS2,ADAMTSL1,APOE,CDH2,COL1A2,FGF1,ITGB4,LOX,PTK2,RELN,ROBO1,SNAI1	Upstream	Q175_12
NR3C2 Signaling	3.02872415126189	1.154	Apoc1,APOE,BMP4,CNN3,FKBP5,GUCY1A1,IGF1,PLAT,SERPINA3,TSPYL4,TUBB3,VLDLR	Upstream	Q175_12
Cell-cell contact	13.1135092748275	5.019	SEZ6,CDH2,GJB1,PARD3,THRA,CEACAM1,AMPH,EFNA5,NCAM2,ZDHHC2,PCDHB14,PAK3,F2R,SYK,LRRN3,LRRC4,ARNT,NFASC,FAT1,Ptprd,CNTN3,COL4A1,ALCAM,SLITRK5,PTK2,IGF1,ANK3,AR,CACNA2D1,GRID2,ITGB4,SLITRK1,ENTPD1,CREB1,DSP,GJC2,CACNB4,DDR1,MPDZ,MAG,STIP1,NINJ2,WASF1,GDAP1,SNAI1,FYN,NLGN1,IL1RAP,NLGN3,IL1RAPL1,Nes,CDH11,TANC1,DSCAML1,FOXO1,SNTA1,LAMA2,CDH13,RELN,CTTN,JAG1,ANXA5,PACSIN1,GALNT6,ADGRL3,CLIP3,CNTN1,MYO6,Nedd4,CSF1,MCAM,APOE,KIF1A,DNM3	Functional	Q175_12
Morphology of nervous system	12.0132282657338	0	SEZ6,CDH2,RUFY3,THRA,EFNA5,NCAM2,GUCY1A1,PAK3,BMP4,KLC1,NFASC,SPP1,OMG,CADPS,Ptprd,AHI1,SERPINA3,PTK2,IGF1,AR,GRID2,CADPS2,GNPTAB,ENTPD1,NDN,CREB1,SULF2,GJC2,PCSK6,MAG,FYN,SCG5,MAP1A,ZPR1,IL1RAPL1,Nes,CDH11,SNTA1,RELN,ROBO1,PLAT,IGF2R,MYO5A,CNTN1,MYO6,Nedd4,CSF1,APOE,AXL,PFN2,DNM3,GJB1,PARD3,EGLN3,DNER,PAK5,MYH14,MAPK8IP1,CPT1C,PCDH15,EN2,PGAP1,NKX2-2,ATAT1,PLCB4,GRIK2,NFIB,TGFB2,SLITRK5,S100B,KIF26A,ANK3,DIXDC1,APBB2,CCP110,KIF1B,BHLHE22,CSPG4,FGF1,VLDLR,PLXNC1,PCYT1B,STIP1,WASF1,GDAP1,SHISA2,LYPLA1,GRIA2,PLAGL1,NLGN3,LAMA2,MAOA,FOXB1,JAG1,PACSIN1,ANXA5,POSTN,CLIP3,RDH12,TENM4	Functional	Q175_12
Organization of cytoskeleton	11.6946486305534	3.712	PDLIM4,SEZ6,CDH2,LOX,RUFY3,CEACAM1,EFNA5,BFSP2,NCAM2,THSD7A,PHLDB2,PAK3,F2R,CAVIN3,LRRC4,BMP4,KLC1,SPP1,OMG,Ptprd,AHI1,PTK2,IGF1,FMN1,GAS2L3,KANK1,AR,GRID2,ACACA,NDN,CREB1,SULF2,GJC2,MAG,SPTBN1,FYN,IL1RAP,MAP1A,S100A1,ZPR1,IL1RAPL1,CDH13,RELN,TMEM108,GRK4,UCHL1,ROBO1,PLAT,TM4SF1,MYO5A,CNTN1,MYO6,Nedd4,CSF1,CDK18,APOE,CCNA2,AXL,PFN2,DNM3,PAM,GJB1,ST8SIA1,PARD3,B9D1,TUBB3,MRAS,DNER,PAK5,SYK,MAPK8IP1,CPT1C,FLT1,PRICKLE2,PCDH15,PTPDC1,FAT1,CD3E,ATAT1,NFIB,TGFB2,SLITRK5,S100B,SEMA3D,RHOJ,ANK3,TMOD2,FIGN,DIXDC1,ADGRF5,CCP110,CCDC13,MAP6,ITGB4,SLITRK1,FGF1,SEMA3E,VLDLR,DSP,DDR1,SGK2,AXIN1,PCYT1B,SYNM,NQO1,STIP1,WASF1,BICD1,CAPG,NLGN1,LYPLA1,NLGN3,LAMA2,ARHGEF18,MAOA,WNT3,CTTN,HIP1R,PACSIN1,CDC20,GOT1L1,EML1,CLIP3,PHLDB1,PHACTR1,TENM4,NCKAP1	Functional	Q175_12
Microtubule dynamics	10.9586073148418	3.703	SEZ6,CDH2,LOX,RUFY3,CEACAM1,EFNA5,NCAM2,PHLDB2,PAK3,F2R,LRRC4,BMP4,KLC1,OMG,Ptprd,AHI1,PTK2,IGF1,FMN1,GAS2L3,AR,GRID2,ACACA,NDN,CREB1,SULF2,GJC2,MAG,SPTBN1,FYN,IL1RAP,MAP1A,S100A1,ZPR1,IL1RAPL1,CDH13,RELN,TMEM108,GRK4,UCHL1,ROBO1,PLAT,TM4SF1,MYO5A,CNTN1,MYO6,Nedd4,CSF1,CDK18,APOE,CCNA2,AXL,PFN2,DNM3,GJB1,ST8SIA1,PARD3,B9D1,TUBB3,MRAS,DNER,PAK5,SYK,MAPK8IP1,CPT1C,FLT1,PRICKLE2,PCDH15,PTPDC1,CD3E,ATAT1,NFIB,SLITRK5,S100B,SEMA3D,ANK3,FIGN,DIXDC1,ADGRF5,CCP110,CCDC13,MAP6,ITGB4,SLITRK1,FGF1,SEMA3E,VLDLR,DSP,DDR1,SGK2,AXIN1,PCYT1B,NQO1,STIP1,WASF1,BICD1,CAPG,NLGN1,LYPLA1,NLGN3,LAMA2,MAOA,WNT3,CTTN,PACSIN1,CDC20,GOT1L1,EML1,CLIP3,PHLDB1,TENM4,NCKAP1	Functional	Q175_12
Development of neurons	10.7619538968712	3.589	SEZ6,LOX,CDH2,RUFY3,ST8SIA1,PARD3,MRAS,THRA,EFNA5,NCAM2,DNER,PCDHB14,PAK3,F2R,LRRN3,MAPK8IP1,LRRC4,BMP4,CPT1C,PRICKLE2,EN2,OMG,NKX2-2,Ptprd,CD3E,COL4A1,NFIB,TGFB2,SLITRK5,S100B,SEMA3D,PTK2,IGF1,FMN1,ANK3,DIXDC1,AR,MAP6,GRID2,CADPS2,SLITRK1,NDN,SEMA3E,CREB1,VLDLR,SULF2,CACNB4,DDR1,AXIN1,PCYT1B,MAG,STIP1,WASF1,SPTBN1,FYN,NLGN1,LYPLA1,IL1RAP,NLGN3,IL1RAPL1,SNTA1,RELN,TMEM108,WNT3,COBLL1,CTTN,UCHL1,PACSIN1,ROBO1,PLAT,CDC20,ADGRL3,GOT1L1,MYO5A,CNTN1,MYO6,Nedd4,CSF1,XBP1,APOE,TENM4,KIF1A,PFN2,DNM3	Functional	Q175_12
Morphogenesis of neurons	9.94692155651658	2.569	SEZ6,LOX,CDH2,RUFY3,ST8SIA1,PARD3,MRAS,EFNA5,NCAM2,DNER,PAK3,MAPK8IP1,LRRC4,CPT1C,PRICKLE2,OMG,Ptprd,CD3E,NFIB,SLITRK5,S100B,SEMA3D,PTK2,IGF1,FMN1,ANK3,DIXDC1,AR,MAP6,GRID2,SLITRK1,NDN,SEMA3E,CREB1,VLDLR,SULF2,DDR1,AXIN1,PCYT1B,MAG,STIP1,WASF1,SPTBN1,FYN,NLGN1,LYPLA1,IL1RAP,NLGN3,IL1RAPL1,RELN,TMEM108,WNT3,COBLL1,CTTN,UCHL1,PACSIN1,ROBO1,PLAT,CDC20,GOT1L1,MYO5A,CNTN1,MYO6,Nedd4,CSF1,APOE,TENM4,PFN2	Functional	Q175_12
Organization of cytoplasm	9.9100948885606	3.712	PDLIM4,SEZ6,CDH2,LOX,RUFY3,CEACAM1,EFNA5,BFSP2,NCAM2,THSD7A,PHLDB2,PAK3,F2R,CAVIN3,LRRC4,BMP4,KLC1,SPP1,OMG,Ptprd,AHI1,PTK2,IGF1,FMN1,GAS2L3,KANK1,AR,GRID2,ACACA,GNPTAB,NDN,CREB1,SULF2,GJC2,MAG,SPTBN1,FYN,IL1RAP,MAP1A,S100A1,ZPR1,IL1RAPL1,CDH13,RELN,TMEM108,GRK4,SSBP1,UCHL1,ROBO1,PLAT,CASQ1,TM4SF1,MYO5A,CNTN1,MYO6,Nedd4,CSF1,CDK18,APOE,CCNA2,AXL,PFN2,DNM3,PAM,GJB1,ST8SIA1,PARD3,B9D1,TUBB3,MRAS,DNER,PAK5,SYK,MAPK8IP1,CPT1C,FLT1,PRICKLE2,PCDH15,PTPDC1,FAT1,CD3E,ATAT1,NFIB,TGFB2,SLITRK5,S100B,SEMA3D,RHOJ,ANK3,TMOD2,FIGN,DIXDC1,ADGRF5,CCP110,CCDC13,MAP6,ITGB4,SLITRK1,FGF1,SEMA3E,VLDLR,DSP,DDR1,SGK2,AXIN1,PCYT1B,SYNM,NQO1,STIP1,WASF1,BICD1,RAB30,CAPG,NLGN1,LYPLA1,NLGN3,LAMA2,ARHGEF18,MAOA,WNT3,CTTN,HIP1R,PACSIN1,CDC20,GOT1L1,EML1,CLIP3,PHLDB1,PHACTR1,TENM4,NCKAP1	Functional	Q175_12
Neuritogenesis	9.77989191195995	2.435	SEZ6,LOX,CDH2,RUFY3,ST8SIA1,PARD3,MRAS,EFNA5,NCAM2,DNER,PAK3,MAPK8IP1,LRRC4,CPT1C,PRICKLE2,OMG,Ptprd,CD3E,NFIB,SLITRK5,S100B,SEMA3D,PTK2,IGF1,FMN1,ANK3,DIXDC1,AR,MAP6,GRID2,SLITRK1,NDN,SEMA3E,CREB1,VLDLR,SULF2,DDR1,AXIN1,PCYT1B,MAG,STIP1,WASF1,SPTBN1,FYN,NLGN1,LYPLA1,IL1RAP,NLGN3,IL1RAPL1,RELN,TMEM108,WNT3,CTTN,UCHL1,PACSIN1,ROBO1,PLAT,CDC20,GOT1L1,MYO5A,CNTN1,MYO6,Nedd4,CSF1,APOE,TENM4,PFN2	Functional	Q175_12
